"business_id","date","ViolationTypeID","risk_category","description"
71327,"20130916",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
71327,"20140529",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71327,"20140529",103120,"Moderate Risk","Moderate risk food holding temperature "
71328,"20130425",103120,"Moderate Risk","Moderate risk food holding temperature "
71328,"20130425",103133,"Moderate Risk","Foods not protected from contamination"
71328,"20140423",103161,"Low Risk","Low risk vermin infestation"
71328,"20140423",103103,"High Risk","High risk food holding temperature "
71328,"20140423",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71328,"20140423",103145,"Low Risk","Improper storage of equipment utensils or linens"
71328,"20130111",103168,"N/A",
71356,"20150410",103132,"Moderate Risk","Improper thawing methods "
71356,"20150410",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71356,"20130827",103103,"High Risk","High risk food holding temperature "
71356,"20130827",103105,"High Risk","Improper cooling methods"
71356,"20130827",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71356,"20140516",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71356,"20140516",103103,"High Risk","High risk food holding temperature "
71356,"20140516",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71357,"20150714",103132,"Moderate Risk","Improper thawing methods "
71357,"20150714",103142,"Low Risk","Unclean nonfood contact surfaces"
71357,"20150714",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71357,"20140107",103142,"Low Risk","Unclean nonfood contact surfaces"
71357,"20130401",103142,"Low Risk","Unclean nonfood contact surfaces"
71357,"20130401",103103,"High Risk","High risk food holding temperature "
71357,"20141007",103145,"Low Risk","Improper storage of equipment utensils or linens"
71357,"20141007",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71357,"20141007",103142,"Low Risk","Unclean nonfood contact surfaces"
71362,"20150313",103112,"High Risk","No hot water or running water"
71362,"20150313",103143,"Low Risk","Inadequate warewashing facilities or equipment"
71362,"20140226",103120,"Moderate Risk","Moderate risk food holding temperature "
71362,"20140715",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71366,"20131218",103114,"High Risk","High risk vermin infestation"
71366,"20131218",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71366,"20131218",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
71366,"20131218",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71366,"20131218",103131,"Moderate Risk","Moderate risk vermin infestation"
71373,"20140212",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71373,"20140212",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71373,"20140212",103133,"Moderate Risk","Foods not protected from contamination"
71373,"20140212",103132,"Moderate Risk","Improper thawing methods "
71373,"20140212",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71373,"20140212",103114,"High Risk","High risk vermin infestation"
71373,"20140212",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71373,"20140212",103138,"Low Risk","Improper storage use or identification of toxic substances"
71373,"20130322",103114,"High Risk","High risk vermin infestation"
71373,"20130322",103138,"Low Risk","Improper storage use or identification of toxic substances"
71373,"20130322",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71373,"20130322",103168,"N/A",
71373,"20130322",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71373,"20140813",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71373,"20140813",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71373,"20140813",103142,"Low Risk","Unclean nonfood contact surfaces"
71373,"20140813",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71373,"20140813",103120,"Moderate Risk","Moderate risk food holding temperature "
71373,"20140813",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
71373,"20140813",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71380,"20150616",103131,"Moderate Risk","Moderate risk vermin infestation"
71380,"20131015",103145,"Low Risk","Improper storage of equipment utensils or linens"
71380,"20131015",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71380,"20140414",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71380,"20130416",103139,"Low Risk","Improper food storage"
71380,"20130416",103145,"Low Risk","Improper storage of equipment utensils or linens"
71385,"20130906",103120,"Moderate Risk","Moderate risk food holding temperature "
71385,"20130906",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71385,"20130906",103133,"Moderate Risk","Foods not protected from contamination"
71385,"20130906",103139,"Low Risk","Improper food storage"
71385,"20130906",103148,"Low Risk","No thermometers or uncalibrated thermometers "
71385,"20130906",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71385,"20130906",103155,"Low Risk","Unapproved  living quarters in food facility"
71385,"20130906",103161,"Low Risk","Low risk vermin infestation"
71385,"20130906",103102,"High Risk","Unclean hands or improper use of gloves"
71385,"20140115",103139,"Low Risk","Improper food storage"
71385,"20140115",103150,"Low Risk","Improper or defective plumbing"
71385,"20140115",103138,"Low Risk","Improper storage use or identification of toxic substances"
71385,"20140115",103132,"Moderate Risk","Improper thawing methods "
71385,"20140115",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71385,"20140115",103120,"Moderate Risk","Moderate risk food holding temperature "
71385,"20140123",103108,"High Risk","Contaminated or adulterated food"
71385,"20140115",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71385,"20140115",103142,"Low Risk","Unclean nonfood contact surfaces"
71385,"20140115",103102,"High Risk","Unclean hands or improper use of gloves"
71385,"20140115",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
71385,"20140115",103156,"Low Risk","Permit license or inspection report not posted"
71385,"20130429",103139,"Low Risk","Improper food storage"
71385,"20130429",103157,"Low Risk","Food safety certificate or food handler card not available"
71385,"20130429",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71385,"20130429",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71385,"20130429",103161,"Low Risk","Low risk vermin infestation"
71385,"20130429",103142,"Low Risk","Unclean nonfood contact surfaces"
71385,"20130429",103162,"Low Risk","Other low risk violation"
71385,"20130429",103133,"Moderate Risk","Foods not protected from contamination"
71385,"20130429",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71385,"20130429",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71385,"20130429",103103,"High Risk","High risk food holding temperature "
71385,"20130429",103102,"High Risk","Unclean hands or improper use of gloves"
71385,"20140606",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71385,"20140606",103109,"High Risk","Unclean or unsanitary food contact surfaces"
71385,"20140606",103132,"Moderate Risk","Improper thawing methods "
71385,"20140606",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71385,"20140606",103139,"Low Risk","Improper food storage"
71385,"20140606",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71385,"20140623",103120,"Moderate Risk","Moderate risk food holding temperature "
71416,"20131010",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71416,"20131010",103156,"Low Risk","Permit license or inspection report not posted"
71416,"20131010",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71416,"20131010",103142,"Low Risk","Unclean nonfood contact surfaces"
71416,"20131010",103131,"Moderate Risk","Moderate risk vermin infestation"
71416,"20131010",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71416,"20131010",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71416,"20131010",103139,"Low Risk","Improper food storage"
71416,"20131010",103102,"High Risk","Unclean hands or improper use of gloves"
71416,"20131010",103120,"Moderate Risk","Moderate risk food holding temperature "
71416,"20130328",103102,"High Risk","Unclean hands or improper use of gloves"
71416,"20130328",103147,"Low Risk","Inadequate ventilation or lighting"
71416,"20130328",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
71416,"20130328",103142,"Low Risk","Unclean nonfood contact surfaces"
71416,"20130328",103139,"Low Risk","Improper food storage"
71416,"20130328",103120,"Moderate Risk","Moderate risk food holding temperature "
71416,"20130328",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71422,"20140708",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71422,"20140708",103120,"Moderate Risk","Moderate risk food holding temperature "
71422,"20140708",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71424,"20140618",103120,"Moderate Risk","Moderate risk food holding temperature "
71428,"20150129",103142,"Low Risk","Unclean nonfood contact surfaces"
71428,"20150129",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
71428,"20131205",103120,"Moderate Risk","Moderate risk food holding temperature "
71428,"20131205",103145,"Low Risk","Improper storage of equipment utensils or linens"
71428,"20131205",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
71428,"20131205",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71428,"20140620",103150,"Low Risk","Improper or defective plumbing"
71428,"20140620",103103,"High Risk","High risk food holding temperature "
71428,"20140620",103156,"Low Risk","Permit license or inspection report not posted"
71430,"20141203",103120,"Moderate Risk","Moderate risk food holding temperature "
71430,"20141203",103129,"Moderate Risk","Insufficient hot water or running water"
71430,"20141203",103107,"High Risk","Improper reheating of food"
71430,"20131118",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
71430,"20131118",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71430,"20130517",103145,"Low Risk","Improper storage of equipment utensils or linens"
71430,"20130517",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
71430,"20130517",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
71440,"20130919",103147,"Low Risk","Inadequate ventilation or lighting"
71440,"20130919",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
